0.9780343771	0.0109475451	0.0109475451	0.0001546136	1.0000840425
0.9756501913	0.0119724134	0.0119724134	0.0003423475	0.9999374151
0.9732660055	0.0130785359	0.0130785359	0.0005698515	0.9999929070
0.9706521034	0.0142692868	0.0142692868	0.0008450025	1.0000356436
0.9676718712	0.0155474739	0.0155474739	0.0011770873	0.9999438524
0.9646916389	0.0169149637	0.0169149637	0.0015769951	1.0000985861
0.9611487389	0.0183727890	0.0183727890	0.0020574743	0.9999517798
0.9575724602	0.0199206918	0.0199206918	0.0026333197	1.0000472069
0.9535208941	0.0215579718	0.0215579718	0.0033216437	0.9999585152
0.9493485689	0.0232798606	0.0232798606	0.0041420995	1.0000503063
0.9446748495	0.0250818413	0.0250818413	0.0051170695	0.9999555349
0.9399052262	0.0269553531	0.0269553531	0.0062718815	1.0000878572
0.9345408082	0.0288904235	0.0288904235	0.0076348963	0.9999565482
0.9290444851	0.0308725089	0.0308725089	0.0092375400	1.0000270605
0.9230840206	0.0328835659	0.0328835659	0.0111141410	0.9999653101
0.9168655872	0.0348952226	0.0348952226	0.0133009367	0.9999570251
0.9103090763	0.0369068794	0.0369068794	0.0158371534	0.9999600053
0.9034152031	0.0388782620	0.0388782620	0.0187650081	0.9999367595
0.8962626457	0.0407822914	0.0407822914	0.0221263077	0.9999535084
0.8888248801	0.0425862856	0.0425862856	0.0259623509	0.9999597669
0.8810762763	0.0442548431	0.0442548431	0.0303128511	0.9998987913
0.8733276725	0.0457535833	0.0457535833	0.0352133587	1.0000482798
0.8651791811	0.0470482334	0.0470482334	0.0406943522	0.9999699593
0.8568345308	0.0481043197	0.0481043197	0.0467777401	0.9998209476
0.8484898806	0.0488925166	0.0488925166	0.0534764603	0.9997513294
0.8401452303	0.0493866242	0.0493866242	0.0607897118	0.9997081757
0.8318005800	0.0495679751	0.0495679751	0.0687048286	0.9996414185
0.8234559298	0.0494224727	0.0494224727	0.0771917179	0.9994926453
0.8153387904	0.0489463694	0.0489463694	0.0862080976	0.9994396567
0.8075901866	0.0481457040	0.0481457040	0.0956930667	0.9995746613
0.7998415828	0.0470329635	0.0470329635	0.1055721715	0.9994796515
0.7925333381	0.0456300601	0.0456300601	0.1157577783	0.9995511770
0.7853807807	0.0439662822	0.0439662822	0.1261524409	0.9994658232
0.7787352204	0.0420781858	0.0420781858	0.1366731972	0.9995648265
0.7723040581	0.0400030427	0.0400030427	0.1472197175	0.9995298982
0.7663435936	0.0377859995	0.0377859995	0.1576364785	0.9995520711
0.7607844472	0.0354702584	0.0354702584	0.1678571254	0.9995820522
0.7555190921	0.0330976099	0.0330976099	0.1778025925	0.9995169640
0.7507507205	0.0307134241	0.0307134241	0.1873784065	0.9995560050
0.7463602424	0.0283456258	0.0283456258	0.1965339482	0.9995855093
0.7422053814	0.0260289423	0.0260289423	0.2052166611	0.9994798899
0.7386291027	0.0237906910	0.0237906910	0.2133774608	0.9995880127
0.7352278233	0.0216503814	0.0216503814	0.2210083157	0.9995368719
0.7322475910	0.0196235143	0.0196235143	0.2280881703	0.9995827675
0.7294731140	0.0177213904	0.0177213904	0.2346181870	0.9995341301
0.7270889282	0.0159499049	0.0159499049	0.2406158298	0.9996045828
0.7247345448	0.0143120456	0.0143120456	0.2460829914	0.9994416237
0.7229464054	0.0128067303	0.0128067303	0.2510564029	0.9996162653
0.7211582661	0.0114313336	0.0114313336	0.2555655241	0.9995864630
0.7194560170	0.0101806633	0.0101806633	0.2596113384	0.9994286299
0.7182639241	0.0090486454	0.0090486454	0.2632757723	0.9996370077
0.7170718312	0.0080282632	0.0080282632	0.2665351331	0.9996634722
0.7158797383	0.0071114395	0.0071114395	0.2694433033	0.9995459318
0.7146876454	0.0062902821	0.0062902821	0.2720419168	0.9993100762
0.7140647173	0.0055569019	0.0055569019	0.2743610740	0.9995395541
0.7134686708	0.0049036499	0.0049036499	0.2764399946	0.9997160435
0.7128726244	0.0043229288	0.0043229288	0.2782281339	0.9997466803
0.7122765779	0.0038076465	0.0038076465	0.2798214853	0.9997134209
0.7116805315	0.0033511673	0.0033511673	0.2813016176	0.9996844530
0.7110844851	0.0029473861	0.0029473861	0.2824937105	0.9994729757
0.7104884386	0.0025906246	0.0025906246	0.2836749256	0.9993445873
0.7098923922	0.0022758001	0.0022758001	0.2845689952	0.9990130663
0.7095239758	0.0019982862	0.0019982862	0.2854630649	0.9989836216
0.7095239758	0.0017538402	0.0017538402	0.2862367034	0.9992684126
0.7095239758	0.0015388497	0.0015388497	0.2868327498	0.9994344711
0.7095239758	0.0013498398	0.0013498398	0.2874287963	0.9996525049
0.7095239758	0.0011836966	0.0011836966	0.2880248427	0.9999161959
0.7095239758	0.0010377053	0.0010377053	0.2884824276	1.0000817776
0.7095239758	0.0009095902	0.0009095902	0.2887804508	1.0001235008
0.7095239758	0.0007971940	0.0007971940	0.2890784740	1.0001969337
0.7095239758	0.0006985909	0.0006985909	0.2893764973	1.0002975464
0.7095239758	0.0006121003	0.0006121003	0.2896745205	1.0004227161
0.7095239758	0.0005362344	0.0005362344	0.2899725437	1.0005691051
0.7095239758	0.0004696968	0.0004696968	0.2902705669	1.0007338524
0.7095239758	0.0004113464	0.0004113464	0.2905685902	1.0009152889
0.7095239758	0.0003601842	0.0003601842	0.2908336818	1.0010780096
0.7095239758	0.0003153718	0.0003153718	0.2908336818	1.0009883642
0.7095239758	0.0002761418	0.0002761418	0.2908336818	1.0009099245
0.7095239758	0.0002417963	0.0002417963	0.2908336818	1.0008412600
0.7095239758	0.0002117288	0.0002117288	0.2908336818	1.0007810593
0.7095239758	0.0001854038	0.0001854038	0.2908336818	1.0007284880
0.7095239758	0.0001623548	0.0001623548	0.2908336818	1.0006823540
0.7095239758	0.0001421729	0.0001421729	0.2908336818	1.0006419420
0.7095239758	0.0001245012	0.0001245012	0.2908336818	1.0006066561
0.7095239758	0.0001090282	0.0001090282	0.2908336818	1.0005756617
