0.9710183740	0.0179303735	0.0108935153	0.0001503996	0.9999926686
0.9559251666	0.0317647830	0.0117831128	0.0005217663	0.9999948740
0.9307391644	0.0551117733	0.0125950063	0.0015475289	0.9999934435
0.8900258541	0.0923325643	0.0132032204	0.0044310750	0.9999926686
0.8281189799	0.1463310421	0.0134244720	0.0121178199	0.9999922514
0.7426440120	0.2138220966	0.0130584938	0.0304672178	0.9999917746
0.6390383840	0.2811229229	0.0119959330	0.0678301901	0.9999874234
0.5309268236	0.3280459642	0.0103334058	0.1306910217	0.9999972582
0.4332065880	0.3408005238	0.0083624218	0.2176259011	0.9999954104
0.3544839621	0.3205422759	0.0064175576	0.3185499310	0.9999937415
0.2957499027	0.2790720165	0.0047264467	0.4204353690	0.9999837875
0.2537582815	0.2296143621	0.0033780606	0.5132352710	0.9999859333
0.2243010253	0.1814926863	0.0023636273	0.5918239355	0.9999812841
0.2037437111	0.1394835114	0.0016294575	0.6551229358	0.9999796152
0.1893757880	0.1051151156	0.0011117475	0.7043752670	0.9999779463
0.1792909652	0.0781340823	0.0007530386	0.7417986393	0.9999767542
0.1721808016	0.0575202964	0.0005074712	0.7697684765	0.9999770522
0.1671435684	0.0420572981	0.0003407522	0.7904372811	0.9999789000
0.1635643095	0.0306030419	0.0002282203	0.8055839539	0.9999794960
0.1610104144	0.0221919995	0.0001525734	0.8166195750	0.9999745488
0.1591881812	0.0160533842	0.0001018682	0.8246378899	0.9999812841
0.1578817517	0.0115925046	0.0000679508	0.8304286003	0.9999707937
0.1569486856	0.0083607761	0.0000452962	0.8346090317	0.9999637604
0.1562802494	0.0060245856	0.0000301801	0.8376417756	0.9999767542
0.1557969749	0.0043384107	0.0000201017	0.8397976756	0.9999531507
0.1554604322	0.0031227202	0.0000133855	0.8413720131	0.9999685287
0.1551919132	0.0022469617	0.0000089118	0.8425641060	1.0000119209
0.1550429016	0.0016164093	0.0000059324	0.8432755470	0.9999407530
0.1548938900	0.0011626598	0.0000039489	0.8438715935	0.9999321103
0.1547448784	0.0008361207	0.0000026283	0.8444676399	1.0000512600
0.1547261328	0.0006011832	0.0000017491	0.8447813392	1.0001103878
0.1547261328	0.0004322845	0.0000011641	0.8447813392	0.9999409318
0.1547261328	0.0003108591	0.0000007748	0.8447813392	0.9998190999
0.1547261328	0.0002235524	0.0000005157	0.8447813392	0.9997315407
0.1547261328	0.0001607726	0.0000003433	0.8447813392	0.9996685982
0.1547261328	0.0001156260	0.0000002285	0.8447813392	0.9996232986
0.1547261328	0.0000831588	0.0000001521	0.8447813392	0.9995907545
0.1547261328	0.0000598090	0.0000001012	0.8447813392	0.9995673895
0.1547261328	0.0000430159	0.0000000674	0.8447813392	0.9995505810
0.1547261328	0.0000309382	0.0000000449	0.8447813392	0.9995384216
0.1547261328	0.0000222517	0.0000000299	0.8447813392	0.9995297194
0.1547261328	0.0000160041	0.0000000199	0.8447813392	0.9995235205
0.1547261328	0.0000115107	0.0000000132	0.8447813392	0.9995189905
0.1547261328	0.0000082789	0.0000000088	0.8447813392	0.9995157719
0.1547261328	0.0000059545	0.0000000059	0.8447813392	0.9995134473
0.1547261328	0.0000042827	0.0000000039	0.8447813392	0.9995117188
0.1547261328	0.0000030803	0.0000000026	0.8447813392	0.9995105267
0.1547261328	0.0000022155	0.0000000017	0.8447813392	0.9995096922
0.1547261328	0.0000015934	0.0000000012	0.8447813392	0.9995090961
0.1547261328	0.0000011461	0.0000000008	0.8447813392	0.9995086193
0.1547261328	0.0000008243	0.0000000005	0.8447813392	0.9995082617
0.1547261328	0.0000005929	0.0000000003	0.8447813392	0.9995080829
0.1547261328	0.0000004264	0.0000000002	0.8447813392	0.9995079041
0.1547261328	0.0000003067	0.0000000002	0.8447813392	0.9995077848
0.1547261328	0.0000002206	0.0000000001	0.8447813392	0.9995076656
0.1547261328	0.0000001587	0.0000000001	0.8447813392	0.9995076656
0.1547261328	0.0000001141	0.0000000000	0.8447813392	0.9995076060
0.1547261328	0.0000000821	0.0000000000	0.8447813392	0.9995075464
0.1547261328	0.0000000590	0.0000000000	0.8447813392	0.9995075464
0.1547261328	0.0000000425	0.0000000000	0.8447813392	0.9995075464
0.1547261328	0.0000000305	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000220	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000158	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000114	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000082	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000059	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000042	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000030	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000022	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000016	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000011	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000008	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000006	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000004	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000003	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000002	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000002	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000001	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000001	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000001	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
0.1547261328	0.0000000000	0.0000000000	0.8447813392	0.9995074868
