0.9999970198       0.0010029990  0.0000000010  1.0010000467
0.9999909997       0.0010090150  0.0000000030  1.0010000467
0.9999819398       0.0010180931  0.0000000061  1.0010000467
0.9999697208       0.0010303057  0.0000000102  1.0010000467
0.9999542832       0.0010457545  0.0000000155  1.0010000467
0.9999354482       0.0010645707  0.0000000221  1.0010000467
0.9999130964       0.0010869174  0.0000000300  1.0010000467
0.9998869896       0.0011129917  0.0000000395  1.0009999275
0.9998569489       0.0011430279  0.0000000506  1.0009999275
0.9998226762       0.0011773008  0.0000000637  1.0010000467
0.9997838140       0.0012161296  0.0000000789  1.0010000467
0.9997400641       0.0012598832  0.0000000967  1.0010000467
0.9996909499       0.0013089852  0.0000001173  1.0010000467
0.9996359944       0.0013639216  0.0000001413  1.0010000467
0.9995746613       0.0014252478  0.0000001692  1.0010000467
0.9995062947       0.0014935981  0.0000002017  1.0010001659
0.9994301796       0.0015696960  0.0000002396  1.0010001659
0.9993454814       0.0016543670  0.0000002840  1.0010000467
0.9992512465       0.0017485521  0.0000003360  1.0010001659
0.9991464019       0.0018533255  0.0000003972  1.0010000467
0.9990297556       0.0019699133  0.0000004693  1.0010001659
0.9988998771       0.0020997159  0.0000005547  1.0010001659
0.9987551570       0.0022443354  0.0000006561  1.0010001659
0.9985937476       0.0024056055  0.0000007771  1.0010001659
0.9984135628       0.0025856274  0.0000009218  1.0010001659
0.9982122183       0.0027868124  0.0000010957  1.0010000467
0.9979869127       0.0030119310  0.0000013054  1.0010001659
0.9977344275       0.0032641699  0.0000015596  1.0010001659
0.9974510670       0.0035472000  0.0000018687  1.0010001659
0.9971326590       0.0038652567  0.0000022464  1.0010001659
0.9967741966       0.0042232317  0.0000027098  1.0010001659
0.9963700771       0.0046267831  0.0000032809  1.0010001659
0.9959136844       0.0050824648  0.0000039878  1.0010000467
0.9953973889       0.0055978787  0.0000048668  1.0010001659
0.9948123097       0.0061818529  0.0000059645  1.0010001659
0.9941481352       0.0068446524  0.0000073416  1.0010001659
0.9933928251       0.0075982278  0.0000090769  1.0010001659
0.9925323725       0.0084565068  0.0000112734  1.0010001659
0.9915503263       0.0094357366  0.0000140661  1.0010001659
0.9904276133       0.0105548901  0.0000176327  1.0010001659
0.9891417623       0.0118361386  0.0000222080  1.0010000467
0.9876666069       0.0133054033  0.0000281030  1.0010001659
0.9859713912       0.0149930026  0.0000357315  1.0010001659
0.9840200543       0.0169344004  0.0000456458  1.0010001659
0.9817704558       0.0191710722  0.0000585854  1.0010000467
0.9791730642       0.0217514932  0.0000755435  1.0010001659
0.9761700034       0.0247322619  0.0000978577  1.0010001659
0.9726934433       0.0281793606  0.0001273347  1.0010001659
0.9686641693       0.0321695246  0.0001664202  1.0010001659
0.9639899731       0.0367917307  0.0002184318  1.0010000467
0.9585635662       0.0421487130  0.0002878768  1.0010001659
0.9522608519       0.0483584478  0.0003808865  1.0010001659
0.9449388981       0.0555554517  0.0005058052  1.0010001659
0.9364344478       0.0638917014  0.0006739887  1.0010001659
0.9265624285       0.0735368282  0.0009008752  1.0010001659
0.9151155353       0.0846772119  0.0012074142  1.0010001659
0.9018648267       0.0975133702  0.0016219448  1.0010001659
0.8865625858       0.1122549176  0.0021826318  1.0010001659
0.8689473867       0.1291122139  0.0029405560  1.0010001659
0.8487528563       0.1482837349  0.0039635329  1.0010001659
0.8257211447       0.1699382961  0.0053406553  1.0010001659
0.7996213436       0.1941913366  0.0071874242  1.0010000467
0.7702735066       0.2210754752  0.0096511021  1.0010000467
0.7375780940       0.2505063415  0.0129156122  1.0010000467
0.7015483379       0.2822468281  0.0172048863  1.0010000467
0.6623424292       0.3158744574  0.0227831565  1.0010000467
0.6202898026       0.3507598341  0.0299503636  1.0010000467
0.5759049654       0.3860640824  0.0390309319  1.0009999275
0.5298814178       0.4207637906  0.0503547862  1.0010000467
0.4830608964       0.4537082314  0.0642308518  1.0009999275
0.4363779724       0.4837066233  0.0809153616  1.0009999275
0.3907849491       0.5096356273  0.1005793661  1.0009999275
0.3471693993       0.5305491686  0.1232814267  1.0010000467
0.3062791526       0.5457696319  0.1489512175  1.0009999275
0.2686686516       0.5549433231  0.1773880124  1.0009999275
0.2346748114       0.5580505729  0.2082745731  1.0009999275
0.2044229805       0.5553735495  0.2412034571  1.0009999275
0.1778567135       0.5474327803  0.2757104635  1.0009999275
0.1547813118       0.5349095464  0.3113090694  1.0009999275
0.1349107623       0.5185680985  0.3475210667  1.0009999275
0.1179103926       0.4991892576  0.3839002848  1.0009999275
0.1034309417       0.4775207639  0.4200482368  1.0009999275
0.0911327302       0.4542445242  0.4556226730  1.0009999275
0.0807008073       0.4299590588  0.4903400540  1.0009999275
0.0718528107       0.4051733315  0.5239737630  1.0009999275
0.0643417016       0.3803084195  0.5563498139  1.0009999275
0.0579551160       0.3557039499  0.5873408318  1.0009999275
0.0525127947       0.3316271603  0.6168599725  1.0009999275
0.0478630811       0.3082824945  0.6448543668  1.0009999275
0.0438791402       0.2858212590  0.6712995172  1.0009999275
0.0404552892       0.2643506527  0.6961939335  1.0009999275
0.0375036411       0.2439416200  0.7195546031  1.0009999275
0.0349511541       0.2246356905  0.7414129972  1.0009998083
0.0327370949       0.2064509094  0.7618118525  1.0009998083
0.0308108944       0.1893867403  0.7808022499  1.0009999275
0.0291303657       0.1734281480  0.7984413505  1.0009999275
0.0276602264       0.1585489810  0.8147906661  1.0009999275
0.0263708904       0.1447147727  0.8299142122  1.0009999275
0.0252374634       0.1318849325  0.8438774943  1.0009999275
0.0242389310       0.1200146303  0.8567463160  1.0009999275
0.0233574957       0.1090562865  0.8685861230  1.0009999275
0.0225780271       0.0989607126  0.8794611692  1.0009999275
0.0218876172       0.0896781161  0.8894341588  1.0009999275
0.0212752111       0.0811588168  0.8985658884  1.0009999275
0.0207313094       0.0733538270  0.9069147706  1.0009999275
0.0202477202       0.0662153363  0.9145368338  1.0009999275
0.0198173523       0.0596970394  0.9214854836  1.0009999275
0.0194340479       0.0537543856  0.9278114438  1.0009999275
0.0190924425       0.0483447760  0.9335626364  1.0009998083
0.0187878460       0.0434276648  0.9387843609  1.0009999275
0.0185161475       0.0389646441  0.9435190558  1.0009998083
0.0182737317       0.0349194631  0.9478066564  1.0009998083
0.0180574134       0.0312580466  0.9516844153  1.0009999275
0.0178643744       0.0279484522  0.9551870227  1.0009998083
0.0176921226       0.0249608383  0.9583469033  1.0009998083
0.0175384432       0.0222673938  0.9611940384  1.0009999275
0.0174013656       0.0198422763  0.9637562633  1.0009999275
0.0172791351       0.0176615212  0.9660592675  1.0009999275
0.0171701871       0.0157029647  0.9681267738  1.0009999275
0.0170731228       0.0139461448  0.9699806571  1.0009999275
0.0169866905       0.0123722171  0.9716410041  1.0009999275
0.0169097707       0.0109638581  0.9731262922  1.0009999275
